timestamp,Register,raw_uint16,raw_int16,hex,name,interpreted
23:40:07,41626,0,0,0x0000,?,
23:40:07,41627,0,0,0x0000,?,
23:40:07,41628,0,0,0x0000,?,
23:40:07,41629,0,0,0x0000,?,
23:40:07,41630,0,0,0x0000,?,
23:40:07,41631,0,0,0x0000,?,
23:40:07,42000,21947,21947,0x55BB,rs485_unlock,0x55BB
23:40:07,42010,0,0,0x0000,force_mode,0
23:40:07,42011,0,0,0x0000,charge_to_soc,0 %
23:40:07,42020,0,0,0x0000,set_chg_power,0 W
23:40:07,42021,0,0,0x0000,set_dsg_power,0 W
23:40:07,43000,0,0,0x0000,work_mode,0
23:40:07,43100,127,127,0x007F,sched1_days,0x007F
23:40:07,43101,0,0,0x0000,sched1_start,00:00
23:40:07,43102,2359,2359,0x0937,sched1_end,23:59
23:40:07,43103,2500,2500,0x09C4,sched1_mode,2500 W
23:40:07,43104,0,0,0x0000,sched1_en,0
23:40:07,43105,0,0,0x0000,sched2_days,0x0000
23:40:07,43106,0,0,0x0000,sched2_start,00:00
23:40:07,43107,0,0,0x0000,sched2_end,00:00
23:40:07,43108,0,0,0x0000,sched2_mode,0 W
23:40:07,43109,0,0,0x0000,sched2_en,0
23:40:07,43110,0,0,0x0000,sched3_days,0x0000
23:40:07,43111,0,0,0x0000,sched3_start,00:00
23:40:07,43112,0,0,0x0000,sched3_end,00:00
23:40:07,43113,0,0,0x0000,sched3_mode,0 W
23:40:07,43114,0,0,0x0000,sched3_en,0
23:40:07,43115,0,0,0x0000,sched4_days,0x0000
23:40:07,43116,0,0,0x0000,sched4_start,00:00
23:40:07,43117,0,0,0x0000,sched4_end,00:00
23:40:07,43118,0,0,0x0000,sched4_mode,0 W
23:40:07,43119,0,0,0x0000,sched4_en,0
23:40:07,43120,0,0,0x0000,sched5_days,0x0000
23:40:07,43121,0,0,0x0000,sched5_start,00:00
23:40:07,43122,0,0,0x0000,sched5_end,00:00
23:40:07,43123,0,0,0x0000,sched5_mode,0 W
23:40:07,43124,0,0,0x0000,sched5_en,0
23:40:07,43125,0,0,0x0000,sched6_days,0x0000
23:40:07,43126,0,0,0x0000,sched6_start,00:00
23:40:07,43127,0,0,0x0000,sched6_end,00:00
23:40:07,43128,0,0,0x0000,sched6_mode,0 W
23:40:07,43129,0,0,0x0000,sched6_en,0
23:40:07,44002,0,0,0x0000,max_chg_pwr,0 W
23:40:07,44003,0,0,0x0000,max_dsg_pwr,0 W
23:40:07,45603,2448,2448,0x0990,?,
23:40:07,45604,9095,9095,0x2387,?,
23:40:07,45605,74,74,0x004A,?,
23:40:07,46543,0,0,0x0000,?,
23:40:07,46544,0,0,0x0000,?,
23:40:07,47400,43707,-21829,0xAABB,?,
